filename,pre_onset_1_average,pre_onset_top_speed,post_onset_1_average,post_onset_top_speed,top_speed_difference,difference,ZT,creation_time,abs_difference,genotype,sleep_condition
RDL_RNAi_round2_SD_10.csv,10.1480952380952,29,12.7058333333333,38.28,9.28,2.55773809523809,197,30.05.2024 12:17:53,2.55773809523809,RDL_RNAi,SD
RDL_RNAi_round2_SD_6.csv,6.71870588235294,25.53,7.90759036144578,36.57,11.04,1.18888447909284,173,30.05.2024 11:53:49,1.18888447909284,RDL_RNAi,SD
RDL_RNAi_round2_SD_9.csv,4.19357142857143,18.24,4.31835294117647,14.48,-3.76,0.124781512605042,192,30.05.2024 12:12:22,0.124781512605042,RDL_RNAi,SD
RDL_RNAi_round2_SD_4.csv,7.12566265060241,27.12,6.73705882352941,16.67,-10.45,-0.388603827072997,165,30.05.2024 11:45:55,0.388603827072997,RDL_RNAi,SD
RDL_RNAi_round2_SD_2.csv,0,0,0,0,0,0,152,30.05.2024 11:32:23,0,RDL_RNAi,SD
RDL_RNAi_round2_SD_1.csv,0.0681927710843374,3.38,0.389647058823529,1.26,-2.12,0.321454287739192,148,30.05.2024 11:28:13,0.321454287739192,RDL_RNAi,SD
RDL_RNAi_round2_SD_8.csv,4.51285714285714,18.15,2.17273809523809,25.29,7.14,-2.34011904761905,184,30.05.2024 12:04:54,2.34011904761905,RDL_RNAi,SD
RDL_RNAi_round2_SD_7.csv,0,0,0.00488095238095238,0.28,0.28,0.00488095238095238,178,30.05.2024 11:58:46,0.00488095238095238,RDL_RNAi,SD
RDL_RNAi_round2_SD_5.csv,0,0,0,0,0,0,170,30.05.2024 11:50:31,0,RDL_RNAi,SD
24b11_rdl_round2_sd_5.csv,4.71951807228916,26.03,3.28964705882353,29.69,3.66,-1.42987101346563,275,30.05.2024 13:35:24,1.42987101346563,24B11_RDL,SD
24b11_rdl_round2_sd_1.csv,7.02904761904762,90.02,4.51369047619048,24.25,-65.77,-2.51535714285714,257,30.05.2024 13:17:29,2.51535714285714,24B11_RDL,SD
24b11_rdl_round2_sd_2.csv,0.766987951807229,10.25,0,0,-10.25,-0.766987951807229,261,30.05.2024 13:21:19,0.766987951807229,24B11_RDL,SD
24b11_rdl_round2_sd_4.csv,3.72952380952381,15.13,4.57797619047619,42.01,26.88,0.848452380952381,268,30.05.2024 13:28:53,0.848452380952381,24B11_RDL,SD
24b11_rdl_round2_sd_3.csv,0.0460714285714286,1.13,1.07130952380952,31.72,30.59,1.0252380952381,265,30.05.2024 13:25:18,1.0252380952381,24B11_RDL,SD
24b11_rdl_round2_rested_6.csv,5.85630952380952,25.61,9.20741176470588,31.68,6.07,3.35110224089636,308,30.05.2024 14:08:57,3.35110224089636,24B11_RDL,rested
24b11_rdl_round2_rested_10.csv,14.5437647058824,25.47,5.70855421686747,43.35,17.88,-8.83521048901488,326,30.05.2024 14:26:06,8.83521048901488,24B11_RDL,rested
24b11_rdl_round2_rested_4.csv,0,0,0,0,0,0,297,30.05.2024 13:57:21,0,24B11_RDL,rested
24b11_rdl_round2_rested_5.csv,10.5042352941176,41.22,13.1819277108434,30.57,-10.65,2.67769241672572,305,30.05.2024 14:05:20,2.67769241672572,24B11_RDL,rested
24b11_rdl_round2_rested_3.csv,10.6184523809524,31.63,10.7013095238095,25.72,-5.91,0.0828571428571419,293,30.05.2024 13:53:04,0.0828571428571419,24B11_RDL,rested
24b11_rdl_round2_rested_8.csv,14.5159523809524,42.9,3.20164705882353,19.96,-22.94,-11.3143053221289,316,30.05.2024 14:16:02,11.3143053221289,24B11_RDL,rested
24b11_rdl_round2_rested_9.csv,12.4432142857143,27.31,9.49297619047619,61.05,33.74,-2.95023809523809,319,30.05.2024 14:19:42,2.95023809523809,24B11_RDL,rested
24b11_rdl_round2_rested_1.csv,8.63809523809524,20.88,14.4265882352941,43.73,22.85,5.78849299719888,285,30.05.2024 13:45:59,5.78849299719888,24B11_RDL,rested
24b11_rdl_round2_rested_7.csv,9.09647058823529,52.2,14.3842168674699,31.27,-20.93,5.28774627923458,312,30.05.2024 14:12:01,5.28774627923458,24B11_RDL,rested
24b11_rdl_round2_rested_2.csv,10.415421686747,53.32,5.83658823529412,46.93,-6.39,-4.57883345145287,289,30.05.2024 13:49:28,4.57883345145287,24B11_RDL,rested
24b11_g4_round_2_sd_5.csv,0.116666666666667,6.3,0.0647619047619048,3.25,-3.05,-0.0519047619047619,360,30.05.2024 15:00:38,0.0519047619047619,24B11_G4,SD
24b11_g4_round_2_sd_8.csv,0,0,0.833214285714286,17.9,17.9,0.833214285714286,376,30.05.2024 15:16:05,0.833214285714286,24B11_G4,SD
