filename,pre_onset_1_average,pre_onset_top_speed,post_onset_1_average,post_onset_top_speed,top_speed_difference,difference,ZT,creation_time,abs_difference,genotype,sleep_condition
24b11_g4_round_2_sd_4.csv,4.23847058823529,36.91,4.76,15.66,-21.25,0.521529411764707,354,30.05.2024 14:54:40,0.521529411764707,24B11_G4,SD
24b11_g4_round_2_sd_9.csv,5.19964705882353,30.03,0.569761904761905,21.39,-8.64,-4.62988515406162,379,30.05.2024 15:19:12,4.62988515406162,24B11_G4,SD
24b11_g4_round_2_sd_2.csv,3.21333333333333,12.25,7.98404761904762,37.98,25.73,4.77071428571429,346,30.05.2024 14:46:10,4.77071428571429,24B11_G4,SD
24b11_g4_round_2_sd_7.csv,0,0,1.2889156626506,31.34,31.34,1.2889156626506,373,30.05.2024 15:13:09,1.2889156626506,24B11_G4,SD
24b11_g4_round_2_sd_3.csv,0,0,1.33235294117647,6.84,6.84,1.33235294117647,349,30.05.2024 14:49:58,1.33235294117647,24B11_G4,SD
24b11_g4_round_2_sd_1.csv,13.2182352941176,25.79,2.0433734939759,13.31,-12.48,-11.1748618001417,342,30.05.2024 14:42:31,11.1748618001417,24B11_G4,SD
24b11_g4_round_2_sd_6.csv,0,0,0.000470588235294118,0.04,0.04,0.000470588235294118,365,30.05.2024 15:05:17,0.000470588235294118,24B11_G4,SD
24b11_g4_round2_rested2.csv,4.81714285714286,18.23,5.60578313253012,22.72,4.49,0.788640275387262,387,30.05.2024 15:27:43,0.788640275387262,24B11_G4,rested
24b11_g4_round2_rested.csv,4.02476190476191,11.91,4.42678571428572,24.79,12.88,0.40202380952381,383,30.05.2024 15:23:38,0.40202380952381,24B11_G4,rested
24b11_g4_round2_rested3.csv,7.56178571428571,29.69,2.7302380952381,18.35,-11.34,-4.83154761904762,394,30.05.2024 15:34:19,4.83154761904762,24B11_G4,rested
24b11_g4_round2_rested5.csv,17.5474117647059,79.98,9.52132530120482,40.24,-39.74,-8.02608646350106,401,30.05.2024 15:41:45,8.02608646350106,24B11_G4,rested
24b11_g4_round2_rested4.csv,2.27059523809524,28.12,1.24571428571429,33.98,5.86,-1.02488095238095,397,30.05.2024 15:37:42,1.02488095238095,24B11_G4,rested
